Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Human gene stable ID	Human gene name	Human orthology confidence [0 low, 1 high]
ENSMPUG00000007406	ENSMPUG00000007406.1	ENSMPUT00000007468	ENSMPUT00000007468.1			
ENSMPUG00000007407	ENSMPUG00000007407.1	ENSMPUT00000007469	ENSMPUT00000007469.1	ENSG00000078900	TP73	1
ENSMPUG00000007408	ENSMPUG00000007408.1	ENSMPUT00000007470	ENSMPUT00000007470.1	ENSG00000175985	PLEKHD1	1
ENSMPUG00000007409	ENSMPUG00000007409.1	ENSMPUT00000007471	ENSMPUT00000007471.1	ENSG00000143515	ATP8B2	1
ENSMPUG00000007410	ENSMPUG00000007410.1	ENSMPUT00000007472	ENSMPUT00000007472.1			
ENSMPUG00000007411	ENSMPUG00000007411.1	ENSMPUT00000007473	ENSMPUT00000007473.1	ENSG00000152932	RAB3C	1
ENSMPUG00000007412	ENSMPUG00000007412.1	ENSMPUT00000007474	ENSMPUT00000007474.1	ENSG00000102908	NFAT5	1
ENSMPUG00000007413	ENSMPUG00000007413.1	ENSMPUT00000007475	ENSMPUT00000007475.1	ENSG00000136040	PLXNC1	0
ENSMPUG00000007414	ENSMPUG00000007414.1	ENSMPUT00000007476	ENSMPUT00000007476.1	ENSG00000211782	TRAV8-1	0
ENSMPUG00000007414	ENSMPUG00000007414.1	ENSMPUT00000007476	ENSMPUT00000007476.1	ENSG00000211808	TRAV8-7	0
ENSMPUG00000007414	ENSMPUG00000007414.1	ENSMPUT00000007476	ENSMPUT00000007476.1	ENSG00000211787	TRAV8-3	0
ENSMPUG00000007415	ENSMPUG00000007415.1	ENSMPUT00000007477	ENSMPUT00000007477.1	ENSG00000153896	ZNF599	1
ENSMPUG00000007416	ENSMPUG00000007416.1	ENSMPUT00000007478	ENSMPUT00000007478.1	ENSG00000188959	C9orf152	1
ENSMPUG00000007417	ENSMPUG00000007417.1	ENSMPUT00000007479	ENSMPUT00000007479.1			
ENSMPUG00000007418	ENSMPUG00000007418.1	ENSMPUT00000007480	ENSMPUT00000007480.1	ENSG00000162600	OMA1	1
ENSMPUG00000007419	ENSMPUG00000007419.1	ENSMPUT00000007481	ENSMPUT00000007481.1	ENSG00000116213	WRAP73	1
ENSMPUG00000007420	ENSMPUG00000007420.1	ENSMPUT00000007482	ENSMPUT00000007482.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007420	ENSMPUG00000007420.1	ENSMPUT00000007483	ENSMPUT00000007483.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007420	ENSMPUG00000007420.1	ENSMPUT00000007484	ENSMPUT00000007484.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007420	ENSMPUG00000007420.1	ENSMPUT00000007482	ENSMPUT00000007482.1	ENSG00000211793	TRAV9-2	1
ENSMPUG00000007420	ENSMPUG00000007420.1	ENSMPUT00000007483	ENSMPUT00000007483.1	ENSG00000211793	TRAV9-2	1
ENSMPUG00000007420	ENSMPUG00000007420.1	ENSMPUT00000007484	ENSMPUT00000007484.1	ENSG00000211793	TRAV9-2	1
ENSMPUG00000007421	ENSMPUG00000007421.1	ENSMPUT00000007485	ENSMPUT00000007485.1	ENSG00000145632	PLK2	1
ENSMPUG00000007422	ENSMPUG00000007422.1	ENSMPUT00000007486	ENSMPUT00000007486.1	ENSG00000075292	ZNF638	1
ENSMPUG00000007423	ENSMPUG00000007423.1	ENSMPUT00000007487	ENSMPUT00000007487.1			
ENSMPUG00000007424	ENSMPUG00000007424.1	ENSMPUT00000007488	ENSMPUT00000007488.1	ENSG00000197841	ZNF181	1
ENSMPUG00000007424	ENSMPUG00000007424.1	ENSMPUT00000007488	ENSMPUT00000007488.1	ENSG00000089335	ZNF302	1
ENSMPUG00000007425	ENSMPUG00000007425.1	ENSMPUT00000007489	ENSMPUT00000007489.1	ENSG00000170006	TMEM154	1
ENSMPUG00000007426	ENSMPUG00000007426.1	ENSMPUT00000007490	ENSMPUT00000007490.1	ENSG00000136810	TXN	1
ENSMPUG00000007427	ENSMPUG00000007427.1	ENSMPUT00000007491	ENSMPUT00000007491.1			
ENSMPUG00000007428	ENSMPUG00000007428.1	ENSMPUT00000007492	ENSMPUT00000007492.1	ENSG00000204681	GABBR1	1
ENSMPUG00000007429	ENSMPUG00000007429.1	ENSMPUT00000007493	ENSMPUT00000007493.1	ENSG00000100647	SUSD6	1
ENSMPUG00000007430	ENSMPUG00000007430.1	ENSMPUT00000007494	ENSMPUT00000007494.1	ENSG00000181019	NQO1	1
ENSMPUG00000007431	ENSMPUG00000007431.1	ENSMPUT00000007495	ENSMPUT00000007495.1			
ENSMPUG00000007432	ENSMPUG00000007432.1	ENSMPUT00000007496	ENSMPUT00000007496.1			
ENSMPUG00000007433	ENSMPUG00000007433.1	ENSMPUT00000007497	ENSMPUT00000007497.1	ENSG00000169372	CRADD	1
ENSMPUG00000007434	ENSMPUG00000007434.1	ENSMPUT00000007498	ENSMPUT00000007498.1			
ENSMPUG00000007435	ENSMPUG00000007435.1	ENSMPUT00000007499	ENSMPUT00000007499.1			
ENSMPUG00000007436	ENSMPUG00000007436.1	ENSMPUT00000007500	ENSMPUT00000007500.1	ENSG00000187902	SHISA7	1
ENSMPUG00000007437	ENSMPUG00000007437.1	ENSMPUT00000007501	ENSMPUT00000007501.1	ENSG00000158109	TPRG1L	0
ENSMPUG00000007438	ENSMPUG00000007438.1	ENSMPUT00000007502	ENSMPUT00000007502.1	ENSG00000227500	SCAMP4	1
ENSMPUG00000007439	ENSMPUG00000007439.1	ENSMPUT00000007503	ENSMPUT00000007503.1	ENSG00000062194	GPBP1	1
ENSMPUG00000007440	ENSMPUG00000007440.1	ENSMPUT00000007504	ENSMPUT00000007504.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007440	ENSMPUG00000007440.1	ENSMPUT00000007504	ENSMPUT00000007504.1	ENSG00000211793	TRAV9-2	1
ENSMPUG00000007441	ENSMPUG00000007441.1	ENSMPUT00000007505	ENSMPUT00000007505.1	ENSG00000164144	ARFIP1	1
ENSMPUG00000007442	ENSMPUG00000007442.1	ENSMPUT00000007506	ENSMPUT00000007506.1	ENSG00000165124	SVEP1	1
ENSMPUG00000007443	ENSMPUG00000007443.1	ENSMPUT00000007507	ENSMPUT00000007507.1	ENSG00000120833	SOCS2	1
ENSMPUG00000007444	ENSMPUG00000007444.1	ENSMPUT00000007508	ENSMPUT00000007508.1			
ENSMPUG00000007445	ENSMPUG00000007445.1	ENSMPUT00000007509	ENSMPUT00000007509.1	ENSG00000162591	MEGF6	1
ENSMPUG00000007446	ENSMPUG00000007446.1	ENSMPUT00000007510	ENSMPUT00000007510.1	ENSG00000108106	UBE2S	1
ENSMPUG00000007447	ENSMPUG00000007447.1	ENSMPUT00000007511	ENSMPUT00000007511.1			
ENSMPUG00000007448	ENSMPUG00000007448.1	ENSMPUT00000007512	ENSMPUT00000007512.1			
ENSMPUG00000007449	ENSMPUG00000007449.1	ENSMPUT00000007513	ENSMPUT00000007513.1	ENSG00000177879	AP3S1	0
ENSMPUG00000007450	ENSMPUG00000007450.1	ENSMPUT00000007514	ENSMPUT00000007514.1	ENSG00000108107	RPL28	1
ENSMPUG00000007451	ENSMPUG00000007451.1	ENSMPUT00000007515	ENSMPUT00000007515.1	ENSG00000135636	DYSF	1
ENSMPUG00000007452	ENSMPUG00000007452.1	ENSMPUT00000007516	ENSMPUT00000007516.1			
ENSMPUG00000007453	ENSMPUG00000007453.1	ENSMPUT00000007517	ENSMPUT00000007517.1	ENSG00000155545	MIER3	1
ENSMPUG00000007454	ENSMPUG00000007454.1	ENSMPUT00000007518	ENSMPUT00000007518.1	ENSG00000204655	MOG	1
ENSMPUG00000007455	ENSMPUG00000007455.1	ENSMPUT00000007519	ENSMPUT00000007519.1			
ENSMPUG00000007456	ENSMPUG00000007456.1	ENSMPUT00000007520	ENSMPUT00000007520.1	ENSG00000142279	WTIP	0
ENSMPUG00000007457	ENSMPUG00000007457.1	ENSMPUT00000007521	ENSMPUT00000007521.1			
ENSMPUG00000007458	ENSMPUG00000007458.1	ENSMPUT00000007522	ENSMPUT00000007522.1	ENSG00000100650	SRSF5	1
ENSMPUG00000007459	ENSMPUG00000007459.1	ENSMPUT00000007523	ENSMPUT00000007523.1	ENSG00000204644	ZFP57	0
ENSMPUG00000007460	ENSMPUG00000007460.1	ENSMPUT00000007524	ENSMPUT00000007524.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007460	ENSMPUG00000007460.1	ENSMPUT00000007524	ENSMPUT00000007524.1	ENSG00000211793	TRAV9-2	1
ENSMPUG00000007461	ENSMPUG00000007461.1	ENSMPUT00000007525	ENSMPUT00000007525.1			
ENSMPUG00000007462	ENSMPUG00000007462.1	ENSMPUT00000007526	ENSMPUT00000007526.1	ENSG00000162601	MYSM1	1
ENSMPUG00000007463	ENSMPUG00000007463.1	ENSMPUT00000007527	ENSMPUT00000007527.1			
ENSMPUG00000007464	ENSMPUG00000007464.1	ENSMPUT00000007528	ENSMPUT00000007528.1	ENSG00000126261	UBA2	1
ENSMPUG00000007465	ENSMPUG00000007465.1	ENSMPUT00000007529	ENSMPUT00000007529.1	ENSG00000030304	MUSK	1
ENSMPUG00000007466	ENSMPUG00000007466.1	ENSMPUT00000007530	ENSMPUT00000007530.1	ENSG00000211788	TRAV13-1	0
ENSMPUG00000007466	ENSMPUG00000007466.1	ENSMPUT00000007530	ENSMPUT00000007530.1	ENSG00000211791	TRAV13-2	0
ENSMPUG00000007467	ENSMPUG00000007467.1	ENSMPUT00000007531	ENSMPUT00000007531.1	ENSG00000100652	SLC10A1	1
ENSMPUG00000007468	ENSMPUG00000007468.1	ENSMPUT00000007532	ENSMPUT00000007532.1	ENSG00000130762	ARHGEF16	1
ENSMPUG00000007469	ENSMPUG00000007469.1	ENSMPUT00000007533	ENSMPUT00000007533.1	ENSG00000155542	SETD9	1
ENSMPUG00000007470	ENSMPUG00000007470.1	ENSMPUT00000007534	ENSMPUT00000007534.1			
ENSMPUG00000007471	ENSMPUG00000007471.1	ENSMPUT00000007535	ENSMPUT00000007535.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007471	ENSMPUG00000007471.1	ENSMPUT00000007535	ENSMPUT00000007535.1	ENSG00000211793	TRAV9-2	0
ENSMPUG00000007472	ENSMPUG00000007472.1	ENSMPUT00000007536	ENSMPUT00000007536.1	ENSG00000171115	GIMAP8	0
ENSMPUG00000007473	ENSMPUG00000007473.1	ENSMPUT00000007537	ENSMPUT00000007537.1	ENSG00000198732	SMOC1	1
ENSMPUG00000007474	ENSMPUG00000007474.1	ENSMPUT00000007538	ENSMPUT00000007538.1	ENSG00000066379	POLR1H	1
ENSMPUG00000007475	ENSMPUG00000007475.1	ENSMPUT00000007539	ENSMPUT00000007539.1	ENSG00000148175	STOM	1
ENSMPUG00000007476	ENSMPUG00000007476.1	ENSMPUT00000007540	ENSMPUT00000007540.1			
ENSMPUG00000007477	ENSMPUG00000007477.1	ENSMPUT00000007541	ENSMPUT00000007541.1	ENSG00000211788	TRAV13-1	0
ENSMPUG00000007477	ENSMPUG00000007477.1	ENSMPUT00000007541	ENSMPUT00000007541.1	ENSG00000211791	TRAV13-2	0
ENSMPUG00000007478	ENSMPUG00000007478.1	ENSMPUT00000007542	ENSMPUT00000007542.1	ENSG00000172456	FGGY	1
ENSMPUG00000007479	ENSMPUG00000007479.1	ENSMPUT00000007543	ENSMPUT00000007543.1	ENSG00000142611	PRDM16	1
ENSMPUG00000007480	ENSMPUG00000007480.1	ENSMPUT00000007544	ENSMPUT00000007544.1	ENSG00000126249	PDCD2L	1
ENSMPUG00000007481	ENSMPUG00000007481.1	ENSMPUT00000007545	ENSMPUT00000007545.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007481	ENSMPUG00000007481.1	ENSMPUT00000007545	ENSMPUT00000007545.1	ENSG00000211793	TRAV9-2	0
ENSMPUG00000007482	ENSMPUG00000007482.1	ENSMPUT00000007546	ENSMPUT00000007546.1	ENSG00000129968	ABHD17A	1
ENSMPUG00000007483	ENSMPUG00000007483.1	ENSMPUT00000007547	ENSMPUT00000007547.1	ENSG00000141101	NOB1	1
ENSMPUG00000007484	ENSMPUG00000007484.1	ENSMPUT00000007548	ENSMPUT00000007548.1	ENSG00000100678	SLC8A3	1
ENSMPUG00000007485	ENSMPUG00000007485.1	ENSMPUT00000007549	ENSMPUT00000007549.1			
ENSMPUG00000007486	ENSMPUG00000007486.1	ENSMPUT00000007550	ENSMPUT00000007550.1	ENSG00000134709	HOOK1	1
ENSMPUG00000007487	ENSMPUG00000007487.1	ENSMPUT00000007551	ENSMPUT00000007551.1	ENSG00000003137	CYP26B1	1
ENSMPUG00000007488	ENSMPUG00000007488.1	ENSMPUT00000007552	ENSMPUT00000007552.1	ENSG00000215912	TTC34	0
ENSMPUG00000007489	ENSMPUG00000007489.1	ENSMPUT00000007553	ENSMPUT00000007553.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007489	ENSMPUG00000007489.1	ENSMPUT00000007553	ENSMPUT00000007553.1	ENSG00000211793	TRAV9-2	0
ENSMPUG00000007490	ENSMPUG00000007490.1	ENSMPUT00000007554	ENSMPUT00000007554.1	ENSG00000177144	NUDT4B	1
ENSMPUG00000007490	ENSMPUG00000007490.1	ENSMPUT00000007554	ENSMPUT00000007554.1	ENSG00000173598	NUDT4	1
ENSMPUG00000007491	ENSMPUG00000007491.1	ENSMPUT00000007555	ENSMPUT00000007555.1	ENSG00000160472	TMEM190	1
ENSMPUG00000007492	ENSMPUG00000007492.1	ENSMPUT00000007556	ENSMPUT00000007556.1	ENSG00000213463	SYNJ2BP	1
ENSMPUG00000007493	ENSMPUG00000007493.1	ENSMPUT00000007557	ENSMPUT00000007557.1	ENSG00000095015	MAP3K1	1
ENSMPUG00000007494	ENSMPUG00000007494.1	ENSMPUT00000007558	ENSMPUT00000007558.1	ENSG00000198373	WWP2	1
ENSMPUG00000007495	ENSMPUG00000007495.1	ENSMPUT00000007559	ENSMPUT00000007559.1			
ENSMPUG00000007496	ENSMPUG00000007496.1	ENSMPUT00000007560	ENSMPUT00000007560.1			
ENSMPUG00000007497	ENSMPUG00000007497.1	ENSMPUT00000007561	ENSMPUT00000007561.1	ENSG00000144036	EXOC6B	1
ENSMPUG00000007498	ENSMPUG00000007498.1	ENSMPUT00000007562	ENSMPUT00000007562.1	ENSG00000102189	EEA1	1
ENSMPUG00000007499	ENSMPUG00000007499.1	ENSMPUT00000007563	ENSMPUT00000007563.1	ENSG00000100600	LGMN	1
ENSMPUG00000007500	ENSMPUG00000007500.1	ENSMPUT00000007564	ENSMPUT00000007564.1	ENSG00000196950	SLC39A10	1
ENSMPUG00000007501	ENSMPUG00000007501.1	ENSMPUT00000007565	ENSMPUT00000007565.1	ENSG00000134716	CYP2J2	1
ENSMPUG00000007502	ENSMPUG00000007502.1	ENSMPUT00000007566	ENSMPUT00000007566.1	ENSG00000204619	PPP1R11	1
ENSMPUG00000007503	ENSMPUG00000007503.1	ENSMPUT00000007567	ENSMPUT00000007567.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007503	ENSMPUG00000007503.1	ENSMPUT00000007567	ENSMPUT00000007567.1	ENSG00000211793	TRAV9-2	0
ENSMPUG00000007504	ENSMPUG00000007504.1	ENSMPUT00000007568	ENSMPUT00000007568.1			
ENSMPUG00000007505	ENSMPUG00000007505.1	ENSMPUT00000007569	ENSMPUT00000007569.1	ENSG00000137460	FHDC1	1
ENSMPUG00000007506	ENSMPUG00000007506.1	ENSMPUT00000007570	ENSMPUT00000007570.1	ENSG00000095752	IL11	1
ENSMPUG00000007507	ENSMPUG00000007507.1	ENSMPUT00000007571	ENSMPUT00000007571.1	ENSG00000079313	REXO1	1
ENSMPUG00000007508	ENSMPUG00000007508.1	ENSMPUT00000007572	ENSMPUT00000007572.1	ENSG00000106565	TMEM176B	1
ENSMPUG00000007509	ENSMPUG00000007509.1	ENSMPUT00000007573	ENSMPUT00000007573.1	ENSG00000211783	TRAV9-1	0
ENSMPUG00000007509	ENSMPUG00000007509.1	ENSMPUT00000007573	ENSMPUT00000007573.1	ENSG00000211793	TRAV9-2	0
ENSMPUG00000007510	ENSMPUG00000007510.1	ENSMPUT00000007574	ENSMPUT00000007574.1	ENSG00000118997	DNAH7	1
ENSMPUG00000007511	ENSMPUG00000007511.1	ENSMPUT00000007575	ENSMPUT00000007575.1	ENSG00000100599	RIN3	1
ENSMPUG00000007512	ENSMPUG00000007512.1	ENSMPUT00000007576	ENSMPUT00000007576.1	ENSG00000073584	SMARCE1	0
ENSMPUG00000007513	ENSMPUG00000007513.1	ENSMPUT00000007577	ENSMPUT00000007577.1	ENSG00000164512	ANKRD55	1
ENSMPUG00000007514	ENSMPUG00000007514.1	ENSMPUT00000007578	ENSMPUT00000007578.1	ENSG00000002933	TMEM176A	1
ENSMPUG00000007515	ENSMPUG00000007515.1	ENSMPUT00000007579	ENSMPUT00000007579.1	ENSG00000142606	MMEL1	1
ENSMPUG00000007516	ENSMPUG00000007516.1	ENSMPUT00000007580	ENSMPUT00000007580.1	ENSG00000211779	TRAV5	0
ENSMPUG00000007517	ENSMPUG00000007517.1	ENSMPUT00000007581	ENSMPUT00000007581.1	ENSG00000109654	TRIM2	1
ENSMPUG00000007518	ENSMPUG00000007518.1	ENSMPUT00000007582	ENSMPUT00000007582.1	ENSG00000116096	SPR	1
ENSMPUG00000007519	ENSMPUG00000007519.1	ENSMPUT00000007583	ENSMPUT00000007583.1	ENSG00000133639	BTG1	1
ENSMPUG00000007520	ENSMPUG00000007520.1	ENSMPUT00000007584	ENSMPUT00000007584.1	ENSG00000105220	GPI	1
ENSMPUG00000007521	ENSMPUG00000007521.1	ENSMPUT00000007585	ENSMPUT00000007585.1	ENSG00000166415	WDR72	1
ENSMPUG00000007522	ENSMPUG00000007522.1	ENSMPUT00000007586	ENSMPUT00000007586.1	ENSG00000130270	ATP8B3	1
ENSMPUG00000007523	ENSMPUG00000007523.1	ENSMPUT00000007587	ENSMPUT00000007587.1	ENSG00000135638	EMX1	1
ENSMPUG00000007524	ENSMPUG00000007524.1	ENSMPUT00000007588	ENSMPUT00000007588.1	ENSG00000162599	NFIA	1
ENSMPUG00000007525	ENSMPUG00000007525.1	ENSMPUT00000007589	ENSMPUT00000007589.1	ENSG00000180043	GARIN5B	0
ENSMPUG00000007526	ENSMPUG00000007526.1	ENSMPUT00000007590	ENSMPUT00000007590.1			
ENSMPUG00000007527	ENSMPUG00000007527.1	ENSMPUT00000007591	ENSMPUT00000007591.1	ENSG00000198948	MFAP3L	1
ENSMPUG00000007528	ENSMPUG00000007528.1	ENSMPUT00000007592	ENSMPUT00000007592.1	ENSG00000011465	DCN	1
ENSMPUG00000007529	ENSMPUG00000007529.1	ENSMPUT00000007593	ENSMPUT00000007593.1	ENSG00000204618	RNF39	1
ENSMPUG00000007530	ENSMPUG00000007530.1	ENSMPUT00000007594	ENSMPUT00000007594.1	ENSG00000112941	TENT4A	1
ENSMPUG00000007531	ENSMPUG00000007531.1	ENSMPUT00000007595	ENSMPUT00000007595.1	ENSG00000243910	TUBA4B	0
ENSMPUG00000007532	ENSMPUG00000007532.1	ENSMPUT00000007596	ENSMPUT00000007596.1	ENSG00000134352	IL6ST	1
ENSMPUG00000007533	ENSMPUG00000007533.1	ENSMPUT00000007597	ENSMPUT00000007597.1	ENSG00000119396	RAB14	1
ENSMPUG00000007534	ENSMPUG00000007534.1	ENSMPUT00000007598	ENSMPUT00000007598.1	ENSG00000160570	DEDD2	1
ENSMPUG00000007535	ENSMPUG00000007535.1	ENSMPUT00000007599	ENSMPUT00000007599.1	ENSG00000166398	GARRE1	1
ENSMPUG00000007536	ENSMPUG00000007536.1	ENSMPUT00000007600	ENSMPUT00000007600.1	ENSG00000169856	ONECUT1	1
ENSMPUG00000007537	ENSMPUG00000007537.1	ENSMPUT00000007601	ENSMPUT00000007601.1	ENSG00000157870	PRXL2B	1
ENSMPUG00000007538	ENSMPUG00000007538.1	ENSMPUT00000007602	ENSMPUT00000007602.1	ENSG00000162604	TM2D1	1
ENSMPUG00000007539	ENSMPUG00000007539.1	ENSMPUT00000007603	ENSMPUT00000007603.1	ENSG00000139329	LUM	1
ENSMPUG00000007540	ENSMPUG00000007540.1	ENSMPUT00000007604	ENSMPUT00000007604.1	ENSG00000145545	SRD5A1	1
ENSMPUG00000007541	ENSMPUG00000007541.1	ENSMPUT00000007605	ENSMPUT00000007605.1	ENSG00000139330	KERA	1
ENSMPUG00000007542	ENSMPUG00000007542.1	ENSMPUT00000007606	ENSMPUT00000007606.1	ENSG00000056050	HPF1	1
ENSMPUG00000007543	ENSMPUG00000007543.1	ENSMPUT00000007607	ENSMPUT00000007607.1	ENSG00000105723	GSK3A	1
ENSMPUG00000007544	ENSMPUG00000007544.1	ENSMPUT00000007608	ENSMPUT00000007608.1	ENSG00000047346	ATOSA	1
ENSMPUG00000007545	ENSMPUG00000007545.1	ENSMPUT00000007609	ENSMPUT00000007609.1	ENSG00000132849	PATJ	1
ENSMPUG00000007546	ENSMPUG00000007546.1	ENSMPUT00000007610	ENSMPUT00000007610.1	ENSG00000160471	COX6B2	1
ENSMPUG00000007547	ENSMPUG00000007547.1	ENSMPUT00000007611	ENSMPUT00000007611.1	ENSG00000204613	TRIM10	1
ENSMPUG00000007548	ENSMPUG00000007548.1	ENSMPUT00000007612	ENSMPUT00000007612.1	ENSG00000081320	STK17B	1
ENSMPUG00000007549	ENSMPUG00000007549.1	ENSMPUT00000007613	ENSMPUT00000007613.1	ENSG00000257103	LSM14A	1
ENSMPUG00000007550	ENSMPUG00000007550.1	ENSMPUT00000007614	ENSMPUT00000007614.1	ENSG00000164509	IL31RA	1
ENSMPUG00000007551	ENSMPUG00000007551.1	ENSMPUT00000007615	ENSMPUT00000007615.1	ENSG00000105722	ERF	1
ENSMPUG00000007552	ENSMPUG00000007552.1	ENSMPUT00000007616	ENSMPUT00000007616.1	ENSG00000083782	EPYC	1
ENSMPUG00000007553	ENSMPUG00000007553.1	ENSMPUT00000007617	ENSMPUT00000007617.1	ENSG00000138411	HECW2	1
ENSMPUG00000007554	ENSMPUG00000007554.1	ENSMPUT00000007618	ENSMPUT00000007618.1	ENSG00000002726	AOC1	1
ENSMPUG00000007555	ENSMPUG00000007555.1	ENSMPUT00000007619	ENSMPUT00000007619.1	ENSG00000204610	TRIM15	0
ENSMPUG00000007556	ENSMPUG00000007556.1	ENSMPUT00000007620	ENSMPUT00000007620.1	ENSG00000128989	ARPP19	1
ENSMPUG00000007557	ENSMPUG00000007557.1	ENSMPUT00000007621	ENSMPUT00000007621.1	ENSG00000079432	CIC	1
ENSMPUG00000007558	ENSMPUG00000007558.1	ENSMPUT00000007622	ENSMPUT00000007622.1			
ENSMPUG00000007559	ENSMPUG00000007559.1	ENSMPUT00000007623	ENSMPUT00000007623.1	ENSG00000234127	TRIM26	1
ENSMPUG00000007560	ENSMPUG00000007560.1	ENSMPUT00000007624	ENSMPUT00000007624.1	ENSG00000197912	SPG7	1
ENSMPUG00000007561	ENSMPUG00000007561.1	ENSMPUT00000007625	ENSMPUT00000007625.1	ENSG00000037474	NSUN2	1
ENSMPUG00000007562	ENSMPUG00000007562.1	ENSMPUT00000007626	ENSMPUT00000007626.1	ENSG00000055118	KCNH2	1
ENSMPUG00000007563	ENSMPUG00000007563.1	ENSMPUT00000007627	ENSMPUT00000007627.1			
ENSMPUG00000007564	ENSMPUG00000007564.1	ENSMPUT00000007628	ENSMPUT00000007628.1	ENSG00000133247	KMT5C	1
ENSMPUG00000007565	ENSMPUG00000007565.1	ENSMPUT00000007629	ENSMPUT00000007629.1	ENSG00000153885	KCTD15	1
ENSMPUG00000007566	ENSMPUG00000007566.1	ENSMPUT00000007630	ENSMPUT00000007630.1	ENSG00000070961	ATP2B1	1
ENSMPUG00000007567	ENSMPUG00000007567.1	ENSMPUT00000007631	ENSMPUT00000007631.1	ENSG00000144040	SFXN5	1
ENSMPUG00000007568	ENSMPUG00000007568.1	ENSMPUT00000007632	ENSMPUT00000007632.1			
ENSMPUG00000007569	ENSMPUG00000007569.1	ENSMPUT00000007633	ENSMPUT00000007633.1	ENSG00000130699	TAF4	1
ENSMPUG00000007570	ENSMPUG00000007570.1	ENSMPUT00000007634	ENSMPUT00000007634.1	ENSG00000180061	TMEM150B	1
ENSMPUG00000007570	ENSMPUG00000007570.1	ENSMPUT00000007635	ENSMPUT00000007635.1	ENSG00000180061	TMEM150B	1
ENSMPUG00000007571	ENSMPUG00000007571.1	ENSMPUT00000007636	ENSMPUT00000007636.1	ENSG00000197535	MYO5A	1
ENSMPUG00000007572	ENSMPUG00000007572.1	ENSMPUT00000007637	ENSMPUT00000007637.1	ENSG00000167522	ANKRD11	1
ENSMPUG00000007573	ENSMPUG00000007573.1	ENSMPUT00000007638	ENSMPUT00000007638.1			
ENSMPUG00000007574	ENSMPUG00000007574.1	ENSMPUT00000007639	ENSMPUT00000007639.1	ENSG00000079462	PAFAH1B3	1
ENSMPUG00000007575	ENSMPUG00000007575.1	ENSMPUT00000007640	ENSMPUT00000007640.1	ENSG00000124302	CHST8	1
ENSMPUG00000007576	ENSMPUG00000007576.1	ENSMPUT00000007641	ENSMPUT00000007641.1	ENSG00000133398	MED10	1
ENSMPUG00000007577	ENSMPUG00000007577.1	ENSMPUT00000007642	ENSMPUT00000007642.1			
ENSMPUG00000007578	ENSMPUG00000007578.1	ENSMPUT00000007643	ENSMPUT00000007643.1	ENSG00000124299	PEPD	1
ENSMPUG00000007579	ENSMPUG00000007579.1	ENSMPUT00000007644	ENSMPUT00000007644.1	ENSG00000135631	RAB11FIP5	1
ENSMPUG00000007580	ENSMPUG00000007580.1	ENSMPUT00000007645	ENSMPUT00000007645.1	ENSG00000164867	NOS3	1
ENSMPUG00000007581	ENSMPUG00000007581.1	ENSMPUT00000007646	ENSMPUT00000007646.1	ENSG00000139323	POC1B	1
ENSMPUG00000007582	ENSMPUG00000007582.1	ENSMPUT00000007647	ENSMPUT00000007647.1	ENSG00000188368	PRR19	1
ENSMPUG00000007583	ENSMPUG00000007583.1	ENSMPUT00000007648	ENSMPUT00000007648.1			
ENSMPUG00000007584	ENSMPUG00000007584.1	ENSMPUT00000007649	ENSMPUT00000007649.1	ENSG00000149657	LSM14B	1
ENSMPUG00000007585	ENSMPUG00000007585.1	ENSMPUT00000007650	ENSMPUT00000007650.1	ENSG00000119397	CNTRL	1
ENSMPUG00000007586	ENSMPUG00000007586.1	ENSMPUT00000007651	ENSMPUT00000007651.1			
ENSMPUG00000007587	ENSMPUG00000007587.1	ENSMPUT00000007652	ENSMPUT00000007652.1	ENSG00000214513	NOTO	0
ENSMPUG00000007588	ENSMPUG00000007588.1	ENSMPUT00000007653	ENSMPUT00000007653.1	ENSG00000167619	TMEM145	1
ENSMPUG00000007589	ENSMPUG00000007589.1	ENSMPUT00000007654	ENSMPUT00000007654.1	ENSG00000259803	SLC22A31	0
ENSMPUG00000007590	ENSMPUG00000007590.1	ENSMPUT00000007655	ENSMPUT00000007655.1			
ENSMPUG00000007591	ENSMPUG00000007591.1	ENSMPUT00000007656	ENSMPUT00000007656.1			
ENSMPUG00000007592	ENSMPUG00000007592.1	ENSMPUT00000007657	ENSMPUT00000007657.1	ENSG00000198121	LPAR1	1
ENSMPUG00000007592	ENSMPUG00000007592.1	ENSMPUT00000007658	ENSMPUT00000007658.1	ENSG00000198121	LPAR1	1
ENSMPUG00000007593	ENSMPUG00000007593.1	ENSMPUT00000007659	ENSMPUT00000007659.1	ENSG00000245848	CEBPA	1
ENSMPUG00000007594	ENSMPUG00000007594.1	ENSMPUT00000007660	ENSMPUT00000007660.1	ENSG00000135632	SMYD5	1
